share_code,company,english_name,address,shortname,legal_person,security,registrated_fund,Principal activities,post code,telephone,fax,website,listed time,prospectus time,Circulation,issue time,PE ration,发行方式,主承销商,上市推荐人,保荐机构
300329,海伦钢琴股份有限公司,"Hailun Piano Co., Ltd.",浙江省宁波市北仑区龙潭山路36号,海伦钢琴,陈海伦,石定靖,"25,128.9880",文教、工美、体育和娱乐用品制造业,315806,0574-86813822,0574-55221607,www.hailunpiano.com,2012-06-19,2012-06-08,"1,677",21,42.86,"网下询价发行,上网定价发行",安信证券股份有限公司 , ,安信证券股份有限公司 
300330,上海华虹计通智能系统股份有限公司,"Shanghai Huahongjt Smart System Co., Ltd.",上海市长宁区广顺路33号H栋3-4F,华虹计通,项翔,佘嘉音,"16,800.0000",软件和信息技术服务业,201206,021-31016917,021-32099981,www.huahongjt.com,2012-06-19,2012-06-07,"2,000",15,35.71,"网下询价发行,上网定价发行",东方证券股份有限公司 , ,东方花旗证券有限公司 
300331,苏州苏大维格光电科技股份有限公司,"SVG Optronics Co., Ltd.",江苏省苏州工业园区苏虹东路北钟南街478号,苏大维格,陈林森,姚维品,"22,604.8841",计算机、通信和其他电子设备制造业,215123,0512-62868882-881,0512-62589155,www.svgoptronics.com,2012-06-28,2012-06-15,"1,550",20,34.48,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,平安证券有限责任公司 
300332,天壕环境股份有限公司,Top Resource Conservation and Environment Corp.,北京市海淀区西直门北大街32号枫蓝国际中心2号楼906室,天壕环境,陈作涛,张洪涛,"88,893.2064",燃气生产和供应业,100082,010-62211992,010-62213992,www.trce.com.cn,2012-06-28,2012-06-18,"8,000",8.18,51.13,"网下询价发行,上网定价发行",国泰君安证券股份有限公司 , ,国泰君安证券股份有限公司 
300333,深圳兆日科技股份有限公司,"Sinosun Technology Co., Ltd.",广东省深圳市福田区泰然八路泰然大厦C座1605,兆日科技,魏恺言,余凯,"33,600.0000",软件和信息技术服务业,518040,0755-83415666,0755-83420054,www.sinosun.com.cn,2012-06-28,2012-06-19,"2,800",23,31.51,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,平安证券有限责任公司 
300334,天津膜天膜科技股份有限公司,"Tianjin Motimo Membrane Technology Co., Ltd.",天津市经济技术开发区第11大街60号,津膜科技,李新民,郝锴,"29,931.2751",专用设备制造业,300457,022-66230126,022-66230122,www.motimo.com,2012-07-05,2012-06-21,"2,900",16.78,46.61,"网下询价发行,上网定价发行",中信建投证券股份有限公司 , ,中信建投证券股份有限公司 
300335,广州迪森热能技术股份有限公司,"Guangzhou Devotion Thermal Technology Co., Ltd.",广东省广州市经济开发区东区东众路42号,迪森股份,马革,黄博,"36,205.1545",电力、热力生产和供应业,510530,020-82199956,020-82199901,www.devotiongroup.com,2012-07-10,2012-06-29,"3,488",13.95,47.58,"网下询价发行,上网定价发行",广发证券股份有限公司 , ,中德证券有限责任公司 广发证券股份有限公司 
300336,上海新文化传媒集团股份有限公司,"Shanghai New Culture Media Group Co., Ltd.",上海市虹口区东江湾路444号北区238室,新文化,杨震华,许彬,"53,754.8070",广播、电视、电影和影视录音制作业,200081,021-65871976,021-65873968,www.ncmedia.com.cn,2012-07-10,2012-06-28,"2,400",25,42.37,"网下询价发行,上网定价发行",海通证券股份有限公司 , ,海通证券股份有限公司 
300337,银邦金属复合材料股份有限公司,"Yinbang Clad Material Co., Ltd.",江苏省无锡市新区鸿山街道后宅,银邦股份,沈健生,张稷,"82,192.0000",有色金属冶炼和压延加工业,214145,0510-88991610,0510-88990799,www.cn-yinbang.com,2012-07-18,2012-07-10,"4,680",20,32.95,"网下询价发行,上网定价发行",国盛证券有限责任公司 , ,国盛证券有限责任公司 
300338,长沙开元仪器股份有限公司,"Changsha Kaiyuan Instruments Co., Ltd.",湖南省长沙市经济技术开发区开元路172号,开元股份,罗建文,郭剑锋,"33,961.9692",仪器仪表制造业,410100,0731-84874926,0731-84874926,www.chs5e.com,2012-07-26,2012-07-18,"1,500",27,31.03,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,平安证券有限责任公司 
300339,江苏润和软件股份有限公司,"Jiangsu Hoperun Software Co., Ltd.",江苏省南京市雨花台区铁心桥工业园,润和软件,周红卫,朱祖龙,"79,679.2841",软件和信息技术服务业,210012,025-52668518,025-52668895,www.hoperun.com,2012-07-18,2012-07-10,"1,919",20.39,41.21,"网下询价发行,上网定价发行",中信证券股份有限公司 , ,中信证券股份有限公司 
300340,江门市科恒实业股份有限公司,"Jiangmen Kanhoo Industry Co., Ltd.",广东省江门市江海区滘头滘兴南路22号,科恒股份,万国江,唐秀雷,"11,785.8178",计算机、通信和其他电子设备制造业,529040,0750-3863815,0750-3899896,www.keheng.com.cn,2012-07-26,2012-07-16,"1,250",48,12.94,"网下询价发行,上网定价发行",国信证券股份有限公司 , ,国信证券股份有限公司 
300341,麦克奥迪(厦门)电气股份有限公司,"Motic (Xiamen) Electric Group Co., Ltd.",福建省厦门市火炬高新区(翔安)产业区舫山南路808号,麦迪电气,杨泽声,李臻,"51,021.1336",电气机械和器材制造业,361101,0592-5676875,0592-5626612,www.motic-electric.com,2012-07-26,2012-07-17,"2,300",13,26.26,"网下询价发行,上网定价发行",国金证券股份有限公司 , ,国金证券股份有限公司 
300342,常熟市天银机电股份有限公司,"Changshu Tianyin Electromechanical Co., Ltd.",江苏省苏州市常熟碧溪新区迎宾路8号,天银机电,赵晓东,李玲玲,"43,198.0272",电气机械和器材制造业,215513,0512-52690818,0512-52691888,www.tyjd.cc,2012-07-26,2012-07-17,"2,500",17,26.98,"网下询价发行,上网定价发行",中信建投证券股份有限公司 , ,中信建投证券股份有限公司 
300343,山东联创互联网传媒股份有限公司,"Lecron Internet Media Industry Co., Ltd.",山东省淄博市张店区东部化工区昌国东路219号,联创互联,王宪东,胡安智,"59,039.2690",互联网和相关服务,255080,0533-6286018,0533-6286018,www.lecron.cn,2012-08-01,2012-07-20,"1,000",28.1,25.01,"网下询价发行,上网定价发行",东吴证券股份有限公司 , ,东吴证券股份有限公司 
300344,北京太空板业股份有限公司,Beijing Taikong Panel Industry Corp.,北京市丰台区科学城中核路1号3号楼12层,太空板业,樊立,李争朝,"33,774.7200",非金属矿物制品业,100070,010-83682311,010-63789321,www.taikong.cn,2012-08-01,2012-07-20,"2,513",16.8,30.27,"网下询价发行,上网定价发行",国金证券股份有限公司 , ,国金证券股份有限公司 
300345,湖南红宇耐磨新材料股份有限公司,"Honyu Wear-resistant New Materials Co., Ltd.",湖南省长沙市金洲新区金沙西路068号,红宇新材,朱红玉,朱明楚,"44,129.5483",金属制品业,410013,0731-89661618-8031、8032,0731-89661610,www.chinahongyu.cn,2012-08-01,2012-07-24,"2,400",17.2,30.39,"网下询价发行,上网定价发行",西部证券股份有限公司 , ,天风证券股份有限公司 西部证券股份有限公司 
300346,江苏南大光电材料股份有限公司,"Jiangsu Nata Opto-electronic Material Co., Ltd.",江苏省苏州工业园区翠薇街9号月亮湾国际中心7楼,南大光电,冯剑松,张建富,"16,086.4000",计算机、通信和其他电子设备制造业,215123,0512-62520998,0512-62527116,www.natachem.com,2012-08-07,2012-07-30,"1,257",66,18.86,"网下询价发行,上网定价发行",太平洋证券股份有限公司 , ,太平洋证券股份有限公司 
300347,杭州泰格医药科技股份有限公司,"Hangzhou Tigermed Consulting Co., Ltd.",浙江省杭州市滨江区江南大道618号东冠大厦1502-1,泰格医药,叶小平,曹晓春,"50,017.6537",卫生,310053,0571-89986795,0571-89986795,www.tigermed.net,2012-08-17,2012-08-07,"1,340",37.88,44.05,"网下询价发行,上网定价发行",中国中投证券有限责任公司 , ,东方花旗证券有限公司 中国中投证券有限责任公司 
300348,深圳市长亮科技股份有限公司,"Shenzhen Sunline Tech Co., Ltd.",广东省深圳市南山区粤海街道沙河西路深圳湾科技生态园一区2栋A座5层,长亮科技,王长春,徐亚丽,"29,930.0846",软件和信息技术服务业,518057,0755-86168118-828,0755-86168166,www.sunline.cn,2012-08-17,2012-08-08,"1,300",20,29.85,"网下询价发行,上网定价发行",招商证券股份有限公司 , ,招商证券股份有限公司 
300349,金卡智能集团股份有限公司,"Goldcard Smart Group Co., Ltd.",浙江省温州市乐清经济开发区纬十七路291号,金卡智能,杨斌,马芳芬,"23,856.3474",仪器仪表制造业,325600,0571-56615623,0571-56615621,www.china-goldcard.com,2012-08-17,2012-08-09,"1,500",31,34.37,"网下询价发行,上网定价发行",国金证券股份有限公司 , ,德邦证券有限责任公司 国金证券股份有限公司 
300350,华鹏飞股份有限公司,"HPF Co., Ltd.",广东省深圳市福田区八卦岭八卦路众鑫科技大厦第12层（大厦自编号1306#）,华鹏飞,张京豫,程渝淇,"53,061.9285",软件和信息技术服务业,518029,0755-84190988,0755-84160867,www.huapengfei.com,2012-08-21,2012-08-13,"2,167",9.5,23.75,"网下询价发行,上网定价发行",恒泰证券股份有限公司 , ,恒泰证券股份有限公司 恒泰长财证券有限责任公司 
300351,浙江永贵电器股份有限公司,"Zhejiang Yonggui Electric Equipment Co., Ltd.",浙江省天台县白鹤镇东园路5号（西工业区）,永贵电器,范纪军,余文震,"38,460.6412",计算机、通信和其他电子设备制造业,317201,0576-83938635,0576-83938061,www.yonggui.com,2012-09-20,2012-09-12,"2,000",31,36.47,"网下询价发行,上网定价发行",国泰君安证券股份有限公司 , ,国泰君安证券股份有限公司 
300352,北京北信源软件股份有限公司,Beijing VRV Software Corporation Limited.,北京市海淀区中关村南大街34号中关村科技发展大厦C座1602室,北信源,林皓,李旭,"144,982.4087",软件和信息技术服务业,100081,010-62140485-8073,010-62140468,www.vrv.com.cn,2012-09-12,2012-09-04,"1,670",25,39.37,"网下询价发行,上网定价发行",中国民族证券有限责任公司 , ,安信证券股份有限公司 中国民族证券有限责任公司 
300353,北京东土科技股份有限公司,"Kyland Technology Co., Ltd.",北京市石景山区实兴大街30号院2号楼8层901,东土科技,李平,吴建国,"51,693.8160",计算机、通信和其他电子设备制造业,100144,010-88793012,010-88799850,www.kyland.com.cn,2012-09-27,2012-09-11,"1,340",20.75,35.17,"网下询价发行,上网定价发行",海际证券有限责任公司 , ,海际证券有限责任公司 
300354,江苏东华测试技术股份有限公司,"Donghua Testing Technology Co., Ltd.",江苏省靖江市靖江市斜桥镇新港大道208号（沿江公路罗家港桥东北侧200米）,东华测试,刘士钢,瞿小松,"13,834.1201",仪器仪表制造业,214500,0523-84908559,0523-84892079,www.dhtest.com,2012-09-20,2012-09-10,"1,109",20.31,29.18,"网下询价发行,上网定价发行",国金证券股份有限公司 , ,国金证券股份有限公司 
300355,内蒙古蒙草生态环境(集团)股份有限公司,"Inner Mongolia M-Grass Ecology and Environment (Group) Co., Ltd.",内蒙古自治区呼和浩特市盛乐经济园区盛乐五街南侧,蒙草生态,樊俊梅,安旭涛,"160,424.2081",生态保护和环境治理业,10030,0471-6695125,0471-6695192,www.nmhxy.com,2012-09-27,2012-09-17,"3,436",11.8,20.34,"网下询价发行,上网定价发行",东海证券有限责任公司 , ,华泰联合证券有限责任公司 东海证券股份有限公司 
300356,光一科技股份有限公司,"Elefirst Science and Technology Co., Ltd.",江苏省南京市江宁经济技术开发区胜太路88号,光一科技,龙昌明,戴晓东,"41,484.9620",电气机械和器材制造业,211103,025-68531928,025-68531868,www.elefirst.com,2012-10-09,2012-09-24,"2,167",18.18,30.81,"网下询价发行,上网定价发行",华泰联合证券有限责任公司 , ,华泰联合证券有限责任公司 
300357,浙江我武生物科技股份有限公司,"Zhejiang Wolwo Bio-Pharmaceutical Co., Ltd.",浙江省湖州市德清县武康镇志远北路636号,我武生物,胡赓熙,颜华,"16,160.0000",医药制造业,313299,0572-8350682,0572-8351800,www.wolwobiotech.com,2014-01-21,2014-01-08,"2,525",20.05,39.31,"网下询价发行,上网定价发行",海际大和证券有限责任公司 , ,海际证券有限责任公司 
300358,楚天科技股份有限公司,Truking Technology Limited,湖南省长沙市宁乡县玉潭镇新康路1号,楚天科技,唐岳,周飞跃,"48,015.4435",专用设备制造业,410600,0731-87938220,0731-87938211,www.truking.cn,2014-01-21,2014-01-09,"1,825",40,31.5,"网下询价发行,上网定价发行",宏源证券股份有限公司 , ,宏源证券股份有限公司 申万宏源证券承销保荐有限责任公司 国金证券股份有限公司 
300359,全通教育集团(广东)股份有限公司,"Qtone Education Group (Guangdong) ., Ltd.",广东省中山市东区中山四路88号尚峰金融商务中心5座18层之一,全通教育,陈炽昌,左桃林,"63,377.2477",软件和信息技术服务业,528400,0760-88368596,0760-88328736,www.qtone.cn,2014-01-21,2014-01-13,"1,630",30.31,51.37,"网下询价发行,上网定价发行",民生证券股份有限公司 , ,民生证券股份有限公司 
300360,杭州炬华科技股份有限公司,"Hangzhou Sunrise Technology Co., Ltd.",浙江省杭州市余杭区仓前街道龙潭路9号,炬华科技,丁敏华,姜干才,"40,961.9150",仪器仪表制造业,311121,0571-89935881,0571-89935899,www.sunrisemeter.com,2014-01-21,2014-01-10,"1,988",55.11,33.17,"网下询价发行,上网定价发行",海通证券股份有限公司 , ,海通证券股份有限公司 
300361,江苏奥赛康药业股份有限公司,"Jiangsu Aosaikang Pharmaceutical Co., Ltd.",江苏省南京江宁科学园科建路699号,奥赛康,陈庆财,任为荣,"21,000.0000",医药制造业,211112,025-52292222,025-52169333,www.ask-pharm.com, , ,"5,547",72.99,67,"网下询价发行,上网定价发行",中国国际金融有限公司 , ,中国国际金融有限公司 
300362,成都天翔环境股份有限公司,"Chengdu Techcent Environment Co., Ltd.",四川省成都市青白江区大同路188号,天翔环境,邓亲华,王培勇,"43,699.9190",通用设备制造业,610300,028-86152201、86110228、83625802,028-86152201,www.tbhic.cn,2014-01-21,2014-01-10,"2,570",12,41.38,"网下询价发行,上网定价发行",东北证券股份有限公司 , ,东北证券股份有限公司 
300363,重庆博腾制药科技股份有限公司,Porton Pharma Solutions Ltd.,重庆市(长寿)化工园区精细化工一区,博腾股份,居年丰,陶荣,"42,471.8673",医药制造业,400714,023-65936900,023-65936901,www.porton.cn,2014-01-29,2014-01-21,"2,725",25.1,34.26,"网下询价发行,上网定价发行",西南证券股份有限公司 , ,西南证券股份有限公司 中信证券股份有限公司 
